Level,Action,Vendor Tracking #,Rebate Name,Rebate Number,Rebate Type,Header - Branch,Header - Performance,Header - Currency,Header - Vendor Name,Header - Billing Vendor Name,Header-Customer,Header - Manufacturer Number,Header - Start Date,Header - End Date,Header - Program Name,Header - Order Start Date,Header - Order End Date,Header - Broker Name,Header - Category Manager,Header - Comments,Product - Type,Product - Number,Product - Description,Product - Percent,Product - Per CS,Product - Per Pound,Product - Per Lbs,Product - Net Cost,Product - Invoice Price,Lumpsum - Fee Type,Lumpsum - Amount,Lumpsum - Branch,Lumpsum - Lumpsum Date,Lumpsum - Lumpsum Start Date,Lumpsum - Lumpsum End Date,Lumpsum - Pay Date,Lumpsum - Cancel,Lumpsum - Lumpsum Item Number,Lumpsum - Lumpsum Item Description,Lumpsum - Quantity,Lumpsum - Lumpsum Billing Frequency,Lumpsum - Warehouse Split,Lumpsum - Recurring Flag,Calendar name,Billing Frequency,Auto Schedule Payments,Lumpsum Payment Method,AR Vendor Name,Finance Contact,Qualifier - Type,Qualifier - Value,Qualifier - Exclude,Deal Date - Type,Deal - Start Date,Deal - End Date,Allowance - Item Allowance
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,55,008,2/16/2026,,,2/16/2026,,2829471,"FUEL, CHAFER CAN LIQ W-WICK DIETHYLENE G (2829471)",110,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,46,008,2/16/2026,,,2/16/2026,,2829471,"FUEL, CHAFER CAN LIQ W-WICK DIETHYLENE G (2829471)",23,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,43,008,2/16/2026,,,2/16/2026,,4499401,"FUEL, CHAFER CANISTER LIQ W-WICK DIETHYL (4499401)",86,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,32,008,2/16/2026,,,2/16/2026,,4499401,"FUEL, CHAFER CANISTER LIQ W-WICK DIETHYL (4499401)",16,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,13,008,2/16/2026,,,2/16/2026,,4538721,"FUEL, CHAFING DISH TWIST CAP WICK 4HOUR (4538721)",26,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,18,008,2/16/2026,,,2/16/2026,,4538721,"FUEL, CHAFING DISH TWIST CAP WICK 4HOUR (4538721)",9,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193706,00193706,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,15,008,2/16/2026,,,2/16/2026,,4673241,"KALE, GRN TRIPLE CLEANED (4673241)",30,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193706,00193706,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,12,008,2/16/2026,,,2/16/2026,,4673241,"KALE, GRN TRIPLE CLEANED (4673241)",12,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,4,008,2/16/2026,,,2/16/2026,,3512911,"LID, 12"" PET DOME PLATTER PLEASERS CLR (3512911)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,13.5,008,2/16/2026,,,2/16/2026,,3512911,"LID, 12"" PET DOME PLATTER PLEASERS CLR (3512911)",9,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,22.5,008,2/16/2026,,,2/16/2026,,3512921,"LID, 16"" PET DOME CLEAR PLATTER PLEASERS (3512921)",45,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,12,008,2/16/2026,,,2/16/2026,,3512921,"LID, 16"" PET DOME CLEAR PLATTER PLEASERS (3512921)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,2.5,008,2/16/2026,,,2/16/2026,,3512931,"LID, 18"" PET DOME PLATTER PLEASERS CLR (3512931)",5,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,7.5,008,2/16/2026,,,2/16/2026,,3512931,"LID, 18"" PET DOME PLATTER PLEASERS CLR (3512931)",5,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,11.25,008,2/16/2026,,,2/16/2026,,2729871,"LID, PAN FOIL STEAM HALF SIZE (2729871)",45,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,30.75,008,2/16/2026,,,2/16/2026,,2729871,"LID, PAN FOIL STEAM HALF SIZE (2729871)",41,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,12,008,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",48,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,15,008,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",20,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.5,008,2/16/2026,,,2/16/2026,,2944251,"NAPKIN, 15X17 RED 2PLY (2944251)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,24,008,2/16/2026,,,2/16/2026,,2944231,"NAPKIN, 15X17"" 2PLY 1/8 FOLD BLK (2944231)",48,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2,008,2/16/2026,,,2/16/2026,,2944231,"NAPKIN, 15X17"" 2PLY 1/8 FOLD BLK (2944231)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,11.5,008,2/16/2026,,,2/16/2026,,2944091,"NAPKIN, BEV 10X10 2PLY RED (2944091)",23,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,4,008,2/16/2026,,,2/16/2026,,2944091,"NAPKIN, BEV 10X10 2PLY RED (2944091)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,178.5,008,2/16/2026,,,2/16/2026,,2944191,"NAPKIN, BEV10X10 BLK 2PLY (2944191)",357,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,36,008,2/16/2026,,,2/16/2026,,2944191,"NAPKIN, BEV10X10 BLK 2PLY (2944191)",36,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6,008,2/16/2026,,,2/16/2026,,0030170,"OIL, FRY HIGH OLEIC CANOLA BLND (0030170)",60,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,4,008,2/16/2026,,,2/16/2026,,0030170,"OIL, FRY HIGH OLEIC CANOLA BLND (0030170)",8,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,22.6,008,2/16/2026,,,2/16/2026,,4293841,"OIL, LIQ BTR ALT SEASONED ZTF (4293841)",226,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,8.5,008,2/16/2026,,,2/16/2026,,4293841,"OIL, LIQ BTR ALT SEASONED ZTF (4293841)",17,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,25.1,008,2/16/2026,,,2/16/2026,,4293851,"OIL, LIQ BTR ALT UNSLTD ZTF (4293851)",251,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3.5,008,2/16/2026,,,2/16/2026,,4293851,"OIL, LIQ BTR ALT UNSLTD ZTF (4293851)",7,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,7.5,008,2/16/2026,,,2/16/2026,,4615671,"OIL, OLV XVRGN BIB IMP (4615671)",75,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,5.5,008,2/16/2026,,,2/16/2026,,4615671,"OIL, OLV XVRGN BIB IMP (4615671)",11,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501359,00501359,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,119.6,008,2/16/2026,,,2/16/2026,,1924061,"ONION, YLW DICED 1/4"" (1924061)",1196,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501359,00501359,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,32.5,008,2/16/2026,,,2/16/2026,,1924061,"ONION, YLW DICED 1/4"" (1924061)",65,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,10.75,008,2/16/2026,,,2/16/2026,,2729751,"PAN, FOIL FULL SIZE 20.81X13X3.5 (2729751)",43,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,43.75,008,2/16/2026,,,2/16/2026,,2729751,"PAN, FOIL FULL SIZE 20.81X13X3.5 (2729751)",35,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,14.25,008,2/16/2026,,,2/16/2026,,2729741,"PAN, STEAM TABLE ALUM FOIL HALF SIZE REC (2729741)",57,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,41,008,2/16/2026,,,2/16/2026,,2729741,"PAN, STEAM TABLE ALUM FOIL HALF SIZE REC (2729741)",41,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,2.5,008,2/16/2026,,,2/16/2026,,2944401,"PLACEMAT, PAPR MAROON 10X14 SCALLOPED (2944401)",5,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1,008,2/16/2026,,,2/16/2026,,2944341,"PLACEMAT, PAPR RED 10X14 SCALLOPED (2944341)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193025,00193025,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,226,008,2/16/2026,,,2/16/2026,,4670701,"POTATO, RUSSET WHL 70CT CRTN REFRIG FRSH (4670701)",904,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193025,00193025,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,19.5,008,2/16/2026,,,2/16/2026,,4670701,"POTATO, RUSSET WHL 70CT CRTN REFRIG FRSH (4670701)",39,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501125,00501125,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,168.12,008,2/16/2026,,,2/16/2026,,0006326,"SALMON, FLT 3LB SLI SMKD FZN (0006326)",513,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
